name,elev_ft,elev_m,lat,lon,activities,season,link
Stimson Hill,2892,881,48.29627,-122.07446,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/stimson-hill/620908
Mount Stone,6612,2015,47.607,-123.265,,,http://www.summitpost.org/mount-stone/151845
Storm King,8520,2597,48.4916,-120.9214,Mountaineering,"Spring, Summer, Fall",http://www.summitpost.org/storm-king/273954
Storm King Mountain,4750,1448,46.64842,-122.15896,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/storm-king-mountain/786834
Mount Storm King,4500,1372,48.0556,-123.7397,Mountaineering,"Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-storm-king/255816
Storm Ridge,5120,1561,47.9515,-121.3,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/storm-ridge/613243
Mount Stuart,9415,2870,47.4753,-120.901,"Mountaineering, Ice Climbing",,http://www.summitpost.org/mount-stuart/150353
"Sturgeon Rock and ""Sturgeon Fin""",4183,1275,45.74832,-122.24783,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sturgeon-rock-and-sturgeon-fin/627150
Sugarloaf  (Fidalgo Island),1044,318,48.4633,-122.6269,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sugarloaf-fidalgo-island/584916
Sugarloaf Mountain (Cascade Foothills),1490,454,47.35141,-121.90411,Hiking,,http://www.summitpost.org/sugarloaf-mountain-cascade-foothills/707137
Sumas Mountain,3430,1045,48.912,-122.221,,,http://www.summitpost.org/sumas-mountain/154153
Summit Lake Peak (Summit Mountain),5737,1749,47.03892,-121.83602,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/summit-lake-peak-summit-mountain/863958
Sun Top,5271,1607,47.04106,-121.5966,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/sun-top/774961
Sunrise Mountain,5056,1541,47.78855,-121.22965,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sunrise-mountain/439927
Sunrise Ridge (Peak 5539),5539,1688,47.9807,-123.4793,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sunrise-ridge-peak-5539/967890
Sunshine Wall,,,47.03509,-119.95772,,"Spring, Fall, Winter",http://www.summitpost.org/sunshine-wall/183989
Surprise Mountain,6330,1929,47.64678,-121.14482,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/surprise-mountain/440667
Swauk Ridge,4205,1282,47.28523,-120.68057,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/swauk-ridge/985733
Switchback Peak,8321,2536,48.17524,-120.35728,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/switchback-peak/525385
Table Mountain,3417,1042,45.6922,-121.9798,,,http://www.summitpost.org/table-mountain/151589
Table Mountain,5742,1750,48.84777,-121.71357,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/table-mountain/222045
Table Rock,6250,1905,46.03053,-117.91158,Hiking,"Summer, Fall",http://www.summitpost.org/table-rock/660802
Tahtlum Peak,6567,2002,46.86437,-121.47747,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/tahtlum-peak/738747
Tamanos Mountain,6790,2070,46.87193,-121.59741,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/tamanos-mountain/743544
Taneum Butte (Point 5827),5827,1776,47.0634,-121.0191,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/taneum-butte-point-5827/979456
Tatie Peak,7391,2253,48.69711,-120.7031,Hiking,"Summer, Fall",http://www.summitpost.org/tatie-peak/889654
Tatoosh Peak,6310,1923,46.7063,-121.66312,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/tatoosh-peak/309274
Taylor Mountain,2602,793,47.45456,-121.89444,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/taylor-mountain/701454
Teanaway Butte,4743,1446,47.3315,-120.9372,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/teanaway-butte/485794
Teanaway Peak (Genes Peak),6779,2066,47.4252,-120.90697,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/teanaway-peak-genes-peak/461049
Teapot Dome,7608,2319,48.97163,-120.04353,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/teapot-dome/540209
Teepee Peak,4072,1241,48.40054,-122.07054,,,http://www.summitpost.org/teepee-peak/955321
Temple Mountain,3407,1038,47.70317,-121.41489,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/temple-mountain/514313
Ten-Four Mountain,4384,1336,47.80481,-121.70922,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/ten-four-mountain/708096
Mount Teneriffe,4788,1459,47.509,-121.695,,,http://www.summitpost.org/mount-teneriffe/152613
Terrace Mountain,6361,1939,47.62132,-121.19654,Scrambling,"Summer, Fall",http://www.summitpost.org/terrace-mountain/257686
Mount Terror,8151,2484,48.7747,-121.2989,"Mountaineering, Trad Climbing, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/mount-terror/155359
The Boxtop,7960,2426,47.4885,-120.7819,,,http://www.summitpost.org/the-boxtop/153794
The Brothers,6842,2085,47.65375,-123.14062,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/the-brothers/517714
The Castle,6460,1969,46.7578,-121.7269,,,http://www.summitpost.org/the-castle/151274
The Cradle,7467,2276,47.5598,-121.033,,,http://www.summitpost.org/the-cradle/153349
The Craggies,8470,2582,48.7625,-120.3367,,,http://www.summitpost.org/the-craggies/153369
The Eaglet,3802,1159,48.06826,-121.7712,"Hiking, Mountaineering",,http://www.summitpost.org/the-eaglet/689089
The Feathers,,,47.0248,-119.9687,,,http://www.summitpost.org/the-feathers/158126
The Needle,8040,2451,48.64583,-121.15834,"Hiking, Mountaineering, Trad Climbing, Scrambling","Summer, Fall",http://www.summitpost.org/the-needle/909712
The Needles,8160,2487,48.59976,-120.65744,,,http://www.summitpost.org/the-needles/910189
The Pleiades,7334,2235,48.98134,-121.63214,Mountaineering,"Spring, Summer, Fall, Winter",http://www.summitpost.org/the-pleiades/931529
The Tooth,5604,1708,47.4452,-121.4549,,,http://www.summitpost.org/the-tooth/150784
Thomas Mountain,5269,1606,47.29181,-121.15639,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/thomas-mountain/625240
Thompson Point,5124,1562,47.46576,-121.59453,,,http://www.summitpost.org/thompson-point/883823
Mount Thomson,6554,1998,47.4722,-121.3611,,,http://www.summitpost.org/mount-thomson/150772
Thornton Peak,6935,2114,48.69787,-121.35185,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/thornton-peak/957754
Thorp Mountain,5854,1784,47.37083,-121.20856,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/thorp-mountain/524574
Three Brothers,7303,2226,47.42623,-120.76584,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/three-brothers/509019
Three Corner Rock,3550,1082,45.73256,-122.04972,Scrambling,"Spring, Summer, Fall, Winter",http://www.summitpost.org/three-corner-rock/267982
Three Fingers,6870,2094,48.1706,-121.687,,,http://www.summitpost.org/three-fingers/150549
Three Lakes Hill,1210,369,47.9537,-121.9232,,,http://www.summitpost.org/three-lakes-hill/927863
Three O'clock Rock,2900,884,48.1623,-121.6178,,,http://www.summitpost.org/three-o-clock-rock/154192
Three Queens,6687,2038,47.4463,-121.2707,,,http://www.summitpost.org/three-queens/151982
Three Way Peak,6796,2071,46.90888,-121.49712,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Winter",http://www.summitpost.org/three-way-peak/271813
Thunder Knob,1875,572,48.70436,-121.10687,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/thunder-knob/817046
Thunder Mountain (WA),6556,1998,47.65579,-121.13062,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/thunder-mountain-wa/238694
Thunder Mountain,7083,2159,48.76376,-119.92008,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/thunder-mountain/540882
Tieton,2200,671,46.7182,-120.835,,,http://www.summitpost.org/tieton/154787
Tieton Peak,7768,2368,46.51222,-121.39515,Scrambling,"Spring, Summer, Fall, Winter",http://www.summitpost.org/tieton-peak/237041
Tiffany Mountain,8245,2513,48.6695,-119.93245,Hiking,,http://www.summitpost.org/tiffany-mountain/151171
Tinkham Peak,5395,1644,47.3492,-121.4549,,,http://www.summitpost.org/tinkham-peak/151401
Tiptop,4760,1451,47.44033,-120.60873,"Hiking, Mountaineering, Scrambling",,http://www.summitpost.org/tiptop/896140
Tolmie Peak,5939,1810,46.958,-121.87726,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/tolmie-peak/150593
Tomyhoi Peak,7451,2271,48.97493,-121.70983,,,http://www.summitpost.org/tomyhoi-peak/150463
Tower Mountain,8444,2574,48.58847,-120.70422,"Hiking, Mountaineering, Trad Climbing, Scrambling","Summer, Fall",http://www.summitpost.org/tower-mountain/153176
Mount Townsend,6280,1914,47.86704,-123.05961,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-townsend/191577
Townsend Mountain,5936,1809,47.79876,-121.39279,Scrambling,,http://www.summitpost.org/townsend-mountain/429953
Trappers Peak,5966,1818,48.68826,-121.32269,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/trappers-peak/548777
Trask Mountain,3424,1044,45.37114,-123.45635,Hiking,,http://www.summitpost.org/trask-mountain/758613
Trico Mountain,6630,2021,47.5972,-121.1119,,,http://www.summitpost.org/trico-mountain/151935
Mount Triumph,7270,2216,48.7065,-121.355,,,http://www.summitpost.org/mount-triumph/151949
Tronsen Head,5980,1823,47.3122,-120.54766,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/tronsen-head/658464
Tumac Mountain,6340,1932,46.71206,-121.35286,Hiking,"Summer, Fall",http://www.summitpost.org/tumac-mountain/901170
Tumtum Mountain,2004,611,45.93422,-122.33698,Hiking,,http://www.summitpost.org/tumtum-mountain/690209
Tumwater Mountain,4480,1366,47.61647,-120.70136,"Hiking, Mountaineering, Bouldering","Spring, Summer, Fall, Winter",http://www.summitpost.org/tumwater-mountain/621892
Tunk Mountain,6053,1845,48.54543,-119.23642,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/tunk-mountain/740146
Tupshin Peak,8320,2536,48.2971,-120.7508,,,http://www.summitpost.org/tupshin-peak/154224
Turtleback Mountain,1519,463,48.66242,-122.97107,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/turtleback-mountain/1001120
Twin Peaks,5840,1780,48.07234,-121.44248,Scrambling,"Summer, Fall",http://www.summitpost.org/twin-peaks/444336
Twin Peaks (White Pass),5940,1811,46.63492,-121.34996,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/twin-peaks-white-pass/808293
Twin Peaks in the Cascades (N Fork Snoqualmie),5325,1623,47.61266,-121.60365,Scrambling,Winter,http://www.summitpost.org/twin-peaks-in-the-cascades-n-fork-snoqualmie/193792
Tye Peak,5476,1669,47.7667,-121.1077,"Hiking, Mountaineering",Winter,http://www.summitpost.org/tye-peak/686321
Tyee Mountain,6654,2028,47.86415,-120.47146,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/tyee-mountain/869693
Tyler Peak,6364,1940,47.90284,-123.1486,,,http://www.summitpost.org/tyler-peak/908219
Ugly Duckling,5140,1567,47.38338,-121.3012,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/ugly-duckling/873331
Ulalach Peak,5060,1542,48.17486,-121.63002,,,http://www.summitpost.org/ulalach-peak/902745
Unicorn Peak,6971,2125,46.744,-121.6997,"Hiking, Mountaineering, Trad Climbing, Scrambling, Skiing","Spring, Summer, Fall",http://www.summitpost.org/unicorn-peak/151196
Unicorn Peak,5130,1564,48.01093,-123.52236,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/unicorn-peak/612685
Valhalla Peak,5345,1629,47.75606,-123.09524,"Hiking, Scrambling",,http://www.summitpost.org/valhalla-peak/800488
Van Epps Peak,7039,2145,47.4849,-120.95808,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/van-epps-peak/974276
Vesper Peak,6214,1894,48.01294,-121.51795,,,http://www.summitpost.org/vesper-peak/150416
Virginia Peak,4880,1487,46.94163,-121.90939,,,http://www.summitpost.org/virginia-peak/722787
Volcanic Neck,6600,2012,47.42625,-120.8591,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/volcanic-neck/460381
Voodoo Peak,5198,1584,48.15266,-121.57874,,,http://www.summitpost.org/voodoo-peak/872688
Wahatis Peak,2692,821,46.8066,-119.55824,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/wahatis-peak/650006
Wahpenayo Peak,6231,1899,46.747,-121.766,,,http://www.summitpost.org/wahpenayo-peak/154244
Mount Walker,2804,855,47.78892,-122.90684,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-walker/521239
Wallaby Peak,7995,2437,48.50657,-120.61508,"Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/wallaby-peak/554133
Walville Peak,2417,737,46.58932,-123.41716,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/walville-peak/625404
Wapaloosie Mountain,7018,2139,48.6625,-118.4641,,,http://www.summitpost.org/wapaloosie-mountain/154199
Warrior Peak,7300,2225,47.7841,-123.134,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/warrior-peak/816121
Mount Washington (Snoqualmie),4420,1347,47.42515,-121.70056,"Hiking, Trad Climbing, Sport Climbing",,http://www.summitpost.org/mount-washington-snoqualmie/176583
Mount Washington,6255,1907,47.53111,-123.246,"Mountaineering, Trad Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-washington/760059
Mount Watson,6280,1914,48.6562,-121.5713,,,http://www.summitpost.org/mount-watson/155079
Weatherwax Ridge,2736,834,47.3336,-123.5823,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/weatherwax-ridge/621719
Web Mountain,5335,1626,47.4421,-121.591,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/web-mountain/656287
South Wedge Mountain,6885,2099,47.49122,-120.71709,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/south-wedge-mountain/612568
Welch Peaks,6114,1864,47.85065,-123.05885,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/welch-peaks/801186
Welldiggers Ass,5273,1607,47.76954,-121.05018,Mountaineering,"Spring, Summer, Fall, Winter",http://www.summitpost.org/welldiggers-ass/696650
Wenas Peak,3630,1106,46.8402,-120.5282,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/wenas-peak/402619
"West Granite Mountain (""Tusk O'Granite"")",5566,1697,47.42327,-121.49139,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/west-granite-mountain-tusk-o-granite/615655
West McMillan Spire,8000,2438,48.77322,-121.27862,Mountaineering,Summer,http://www.summitpost.org/west-mcmillan-spire/826916
West Point,3858,1176,45.92556,-122.16913,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/west-point/735648
"""Skamania Pinnacle"" (West Ridge of Adams)",8920,2719,46.20345,-121.52372,,,http://www.summitpost.org/skamania-pinnacle-west-ridge-of-adams/165592
West Tiger Mountain,2990,911,47.5037,-121.9757,Hiking,"Summer, Fall",http://www.summitpost.org/west-tiger-mountain/219338
Whacme Mountain (Haner Mountain),3087,941,48.71605,-122.25546,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/whacme-mountain-haner-mountain/689157
Whalehead Ridge,5280,1609,46.5802,-121.8625,Mountaineering,"Spring, Summer, Fall",http://www.summitpost.org/whalehead-ridge/239598
Whatcom Peak,7574,2309,48.8575,-121.3744,Mountaineering,Summer,http://www.summitpost.org/whatcom-peak/326232
Wheeler Mountain,3604,1098,48.23739,-121.90252,,,http://www.summitpost.org/wheeler-mountain/851786
Whistler Mountain,7790,2374,48.51467,-120.70953,Mountaineering,Summer,http://www.summitpost.org/whistler-mountain/328254
White Chuck Mountain,6989,2130,48.20849,-121.41696,,,http://www.summitpost.org/white-chuck-mountain/154985
White Mountain,7043,2147,48.04095,-121.1529,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/white-mountain/644009
Whitehorse Mountain,6840,2085,48.211,-121.6775,,,http://www.summitpost.org/whitehorse-mountain/152881
Whitestone Rock,2000,610,47.8958,-118.5446,Hiking,,http://www.summitpost.org/whitestone-rock/462734
Whitmore Mountain,3920,1195,48.17836,-119.24987,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/whitmore-mountain/917363
Whittier Peak,7281,2219,47.94664,-121.0315,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/whittier-peak/154719
Mount Whittier,5883,1793,46.325,-122.132,"Hiking, Mountaineering, Scrambling",,http://www.summitpost.org/mount-whittier/154291
Winchester Mountain,6521,1988,48.95647,-121.64316,,,http://www.summitpost.org/winchester-mountain/154144
Wind Mountain,1907,581,45.7099,-121.7557,,,http://www.summitpost.org/wind-mountain/153232
Windy Knob (Tronsen Knob),5920,1804,47.31263,-120.55522,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/windy-knob-tronsen-knob/658477
Windy Peak,8333,2540,48.9282,-119.9709,,,http://www.summitpost.org/windy-peak/151514
Witches Tower,8520,2597,47.4766,-120.8253,,,http://www.summitpost.org/witches-tower/154282
Wolf Peak,5800,1768,48.01633,-121.5137,"Hiking, Mountaineering","Spring, Summer",http://www.summitpost.org/wolf-peak/971797
Wolframite Mountain,8137,2480,48.9855,-120.12965,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/wolframite-mountain/539856
Wright Mountain,5430,1655,47.47978,-121.46724,Hiking,,http://www.summitpost.org/wright-mountain/542583
Wynoochee Point,4949,1508,47.49508,-123.50434,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/wynoochee-point/221130
X Mountain,5980,1823,48.6925,-121.3308,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/x-mountain/675346
Yakima Peak,6226,1898,46.87342,-121.52285,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/yakima-peak/726427
Yellow Aster Butte,6241,1902,48.95445,-121.68199,,,http://www.summitpost.org/yellow-aster-butte/154747
Yellow Hill,5527,1685,47.32605,-120.99174,,"Spring, Summer, Fall, Winter",http://www.summitpost.org/yellow-hill/556267
Young Hill,650,198,48.58374,-123.13784,Hiking,,http://www.summitpost.org/young-hill/998381
